common_voice_id_19078279.mp3	no problem
common_voice_id_19078280.mp3	ikeda is my last name and kazuko is my first name
common_voice_id_19078281.mp3	you have done what you have to do
common_voice_id_19078282.mp3	i always take the train at eight in the morning
common_voice_id_19078283.mp3	i can't hold it anymore
common_voice_id_19078284.mp3	the king has oppressed his people
common_voice_id_19078285.mp3	he is not realistic
common_voice_id_19078286.mp3	tom is not thirsty
common_voice_id_19078287.mp3	tom lost all of his money
common_voice_id_19078288.mp3	i knew that only yesterday
common_voice_id_19078289.mp3	because i run every day i get a little thin
common_voice_id_19078290.mp3	in the weather forecast it is announced that it will be sunny tomorrow
common_voice_id_19078291.mp3	what does your father do
common_voice_id_19078292.mp3	he doesn't mean to hurt your feelings
common_voice_id_19078293.mp3	he is crazy about music
common_voice_id_19078294.mp3	i ordered this dish
common_voice_id_19078295.mp3	i became short
common_voice_id_19078296.mp3	i lent money to my younger brother
common_voice_id_19078297.mp3	before the law we are all equal but the rich people sometimes have more lucks
common_voice_id_19078298.mp3	that is not my problem
common_voice_id_19078309.mp3	why do you want to shop here everything is expensive
common_voice_id_19078310.mp3	i often fall but i never give up
common_voice_id_19078311.mp3	he will go to the hospital
common_voice_id_19078312.mp3	no need to go to the office on saturdays
common_voice_id_19078313.mp3	what time is the scheduled plane arrival
common_voice_id_19078324.mp3	i have to buy one of these
common_voice_id_19078325.mp3	he may be tired of waiting and falling asleep
common_voice_id_19078326.mp3	are there any cats on the table
common_voice_id_19078327.mp3	oil is lighter than water
common_voice_id_19078328.mp3	my father is a teacher
common_voice_id_19078349.mp3	i am sure you know what to do
common_voice_id_19078350.mp3	which application software do you like the most
common_voice_id_19078351.mp3	this flower blooms in spring
common_voice_id_19078352.mp3	i have run out of battery
common_voice_id_19078353.mp3	keiko told me about the arrival of the plane
common_voice_id_19078368.mp3	he is very irritable
common_voice_id_19078370.mp3	if the number of vehicles increases then the road does too
common_voice_id_19078372.mp3	my mother was worried because my sister had not yet returned home
common_voice_id_19078374.mp3	he loved her she also loved him
common_voice_id_19078378.mp3	today's work is very tiring
common_voice_id_19078419.mp3	may i choose my own seat
common_voice_id_19078420.mp3	tom knows there's something wrong right
common_voice_id_19078421.mp3	tom said he could wait a long time
common_voice_id_19078422.mp3	i'm quite proficient in the first aid
common_voice_id_19078423.mp3	god damn it tom don't repeat it
common_voice_id_19078429.mp3	i'm not your slave
common_voice_id_19078430.mp3	they submitted the case to the court
common_voice_id_19078431.mp3	if i read the newspaper every day i can remember
common_voice_id_19078432.mp3	mr kimura brought my stuff
common_voice_id_19078433.mp3	i don't think that's a good idea
common_voice_id_19080214.mp3	can i eat this one
common_voice_id_19080215.mp3	my room is too narrow for this stuff
common_voice_id_19080216.mp3	tom needs to lower his expectations
common_voice_id_19080217.mp3	mr yamada's mother is very good at cooking
common_voice_id_19080218.mp3	undaunted he refused to surrender
common_voice_id_19080224.mp3	the man admitted that he robbed the old woman
common_voice_id_19080225.mp3	you will feel better after sleeping at night
common_voice_id_19080226.mp3	the room is too small for us
common_voice_id_19080227.mp3	everyone feels tense because of the story
common_voice_id_19080228.mp3	he did not have the courage to tell the truth
common_voice_id_19080234.mp3	if you turn right on the corner there is a supermarket
common_voice_id_19080235.mp3	it seems like the person is convinced that what he said is true
common_voice_id_19080236.mp3	we have to report to the immigration office
common_voice_id_19080237.mp3	i talk to myself
common_voice_id_19080238.mp3	we cross the river by a cruise
common_voice_id_19080239.mp3	excuse me i want to meet tom
common_voice_id_19080240.mp3	this is my computer
common_voice_id_19080241.mp3	the sugar dissolves in warm coffee
common_voice_id_19080242.mp3	the country has natural resources
common_voice_id_19080243.mp3	i carry a passport when going abroad
common_voice_id_19080249.mp3	tom usually comes to visit us every summer
common_voice_id_19080250.mp3	never make a noise in this room
common_voice_id_19080251.mp3	let's sit there and eat boxed rice
common_voice_id_19080252.mp3	i was a student at that time
common_voice_id_19080253.mp3	this bed looks sturdy
common_voice_id_19080254.mp3	the sharia economic system until now has not been practiced among islamic boarding schools
common_voice_id_19080255.mp3	i met your father yesterday
common_voice_id_19080256.mp3	he wants to have children but i don't
common_voice_id_19080257.mp3	i do not want to be disturbed until ten
common_voice_id_19080258.mp3	answer my question do you see it there
common_voice_id_19080259.mp3	it was my mother's birthday last week
common_voice_id_19080260.mp3	please interpret my strange dream
common_voice_id_19080261.mp3	i cannot live without you
common_voice_id_19080262.mp3	i ate one cake that i received from mr lee
common_voice_id_19080263.mp3	i bought a sweater a skirt and so on at a department store
common_voice_id_19080264.mp3	i came to this country three years ago
common_voice_id_19080265.mp3	tom left a few minutes ago
common_voice_id_19080266.mp3	i sat resting because i was tired
common_voice_id_19080267.mp3	the taxi was waiting outside
common_voice_id_19080268.mp3	that's today's newspaper
common_voice_id_19080269.mp3	it is almost three o'clock
common_voice_id_19080271.mp3	rice is usually eaten with chopsticks in japan
common_voice_id_19080273.mp3	he did not answer all the questions
common_voice_id_19080274.mp3	i heard an interesting news from my friend yesterday
common_voice_id_19080275.mp3	do you agree
common_voice_id_19080276.mp3	tom offered his seat to a granny
common_voice_id_19080277.mp3	i will contact you after i get home
common_voice_id_19080278.mp3	the universe is full of mystery
common_voice_id_19081168.mp3	his ideas are always fresh
common_voice_id_19083080.mp3	i have seen her sweeping rooms
common_voice_id_19083081.mp3	this apartment's rental is costly
common_voice_id_19083082.mp3	i ate the cake that i got from mr tanaka
common_voice_id_19083083.mp3	tom tell me the truth
common_voice_id_19083084.mp3	tell me please i will listen carefully
common_voice_id_19083105.mp3	i bought one postcard at the post office
common_voice_id_19083106.mp3	only my mother really understands me
common_voice_id_19083107.mp3	if god does not exist pens might not be found
common_voice_id_19083108.mp3	life in jail is worse than an animal's life
common_voice_id_19083109.mp3	i know what tom saw
common_voice_id_19083761.mp3	tom didn't mean it that way
common_voice_id_19083762.mp3	cats can see even in the dark places
common_voice_id_19083765.mp3	i never thought i could meet you
common_voice_id_19083769.mp3	i can't stop thinking about what they did to me
common_voice_id_19083770.mp3	i beg for your help
common_voice_id_19083780.mp3	he hasn't arrived yet he must have missed the bus
common_voice_id_19083782.mp3	tom turns the door handle slowly
common_voice_id_19083783.mp3	we all wear uniforms to school
common_voice_id_19083784.mp3	we hope that he will return soon
common_voice_id_19083785.mp3	can you make an overseas call with that phone
common_voice_id_19083789.mp3	i am sure i will be able to find it
common_voice_id_19083792.mp3	everyone is familiar with my name in my school
common_voice_id_19083793.mp3	i wish she is going to wait for me
common_voice_id_19083794.mp3	i wear a black suit when i go to the company
common_voice_id_19083795.mp3	we have two children
common_voice_id_19090410.mp3	hurry and go he said to me
common_voice_id_19090411.mp3	mr kimura's things are small and light
common_voice_id_19090412.mp3	behind the house there is a car
common_voice_id_19090413.mp3	please ask him
common_voice_id_19090414.mp3	what did the doctor say
common_voice_id_19115383.mp3	a mouse ran across the road
common_voice_id_19115384.mp3	who was found the island
common_voice_id_19115385.mp3	you cannot live in this area any longer
common_voice_id_19115386.mp3	don't know where to go
common_voice_id_19115387.mp3	i can speak english
common_voice_id_19115403.mp3	i'll give you a bicycle on your birthday
common_voice_id_19115404.mp3	can i talk to mr sato
common_voice_id_19115405.mp3	a promise is a promise
common_voice_id_19115406.mp3	still lacking one more box
common_voice_id_19115407.mp3	my hobby is playing piano
common_voice_id_19115413.mp3	p l n is an acronym for state electricity company
common_voice_id_19115414.mp3	don't worry i will take care of you by myself
common_voice_id_19115415.mp3	thank you very much
common_voice_id_19115416.mp3	tom continued sweeping the floor
common_voice_id_19115417.mp3	mr kimura showed me the photo
common_voice_id_19115423.mp3	i work eight hours every day
common_voice_id_19115434.mp3	i bought three fishes at the supermarket yesterday
common_voice_id_19115456.mp3	tom once owned this cluster land
common_voice_id_19115457.mp3	thank you
common_voice_id_19115458.mp3	the government delivered stuffs to the small island by helicopter
common_voice_id_19115459.mp3	his mother always complains about that
common_voice_id_19115460.mp3	do you think who you are
common_voice_id_19115461.mp3	i put the film in the camera
common_voice_id_19115463.mp3	the questions are written on page fifteen
common_voice_id_19115483.mp3	i will look for a cheaper room
common_voice_id_19162489.mp3	do you believe in god
common_voice_id_19162490.mp3	i will call my friend tonight
common_voice_id_19162491.mp3	where will you go this summer
common_voice_id_19162492.mp3	sit there
common_voice_id_19162493.mp3	i am responsible for my child's failure
common_voice_id_19162511.mp3	i am a student but my brother is a company staff
common_voice_id_19162514.mp3	i am just thinking you don't care about money
common_voice_id_19162515.mp3	do you have a car
common_voice_id_19162517.mp3	this sentence is grammatically correct
common_voice_id_19162518.mp3	there are several shops near my house
common_voice_id_19162529.mp3	tom must be found as soon as possible
common_voice_id_19162530.mp3	look even a dog isn't as dirty as your dog
common_voice_id_19162533.mp3	have you ever heard of something like that
common_voice_id_19162534.mp3	please eat
common_voice_id_19162535.mp3	want to try one bite
common_voice_id_19162554.mp3	the girl is jumping
common_voice_id_19162555.mp3	the earth is one of planets
common_voice_id_19162556.mp3	he lives right opposite to our stay
common_voice_id_19162562.mp3	my name is yamada
common_voice_id_19162564.mp3	tonight i leave the office early and go home
common_voice_id_19162565.mp3	i'm glad to hear that
common_voice_id_19162566.mp3	i don't want to hear your complaint again
common_voice_id_19162567.mp3	you can't ride a horse
common_voice_id_19162568.mp3	i put money in my pocket
common_voice_id_19186129.mp3	i am busy
common_voice_id_19193175.mp3	i'm not looking for anything
common_voice_id_19193176.mp3	there are ten in all
common_voice_id_19193177.mp3	everyone sing songs together
common_voice_id_19193178.mp3	he doesn't know any of us
common_voice_id_19193179.mp3	i am the only one who didn't fall into the trap
common_voice_id_19193180.mp3	may i go with you
common_voice_id_19193181.mp3	my family name is wang
common_voice_id_19193182.mp3	tom said everyone did it
common_voice_id_19193183.mp3	he is like a father to me
common_voice_id_19193184.mp3	i didn't hear the rumor yesterday
common_voice_id_19194788.mp3	because the dog in the neighbor's house was noisy i could not study
common_voice_id_19194789.mp3	i am not kidding
common_voice_id_19194790.mp3	you must be counting false
common_voice_id_19194791.mp3	there is a small dog in the box
common_voice_id_19194792.mp3	the television is next to the piano
common_voice_id_19194805.mp3	i didn't go to school because of fever yesterday
common_voice_id_19194807.mp3	i want the book he said to himself
common_voice_id_19194811.mp3	he did a very stupid thing
common_voice_id_19194812.mp3	the regulations require every citizen to pay taxes
common_voice_id_19194834.mp3	this is the third longest river in the world
common_voice_id_19194835.mp3	mila has a story book
common_voice_id_19194836.mp3	i want to drink hot tea
common_voice_id_19270598.mp3	he is sleeping with two pillows
common_voice_id_19270599.mp3	having dinner every day from my own cooking
common_voice_id_19270601.mp3	it seems like his father is in the hospital
common_voice_id_19270602.mp3	i had a strange dream last night
common_voice_id_19270603.mp3	this flower is found in another part of hokkaido
common_voice_id_19270604.mp3	how about we delay it tomorrow
common_voice_id_19270605.mp3	my parents are not at home now
common_voice_id_19270606.mp3	the problem is we don't have enough money
common_voice_id_19270607.mp3	let me say goodbye to tom
common_voice_id_19270608.mp3	the baby can't walk yet
common_voice_id_19270609.mp3	someone knocked on the door
common_voice_id_19270610.mp3	i heard an interesting story from mr hayashi
common_voice_id_19270611.mp3	i eat hot dogs for lunch
common_voice_id_19270612.mp3	mary doesn't have a friend to talk to but she doesn't feel lonely
common_voice_id_19270614.mp3	i just need you
common_voice_id_19270615.mp3	by the way how old are you
common_voice_id_19270616.mp3	you should have called
common_voice_id_19270618.mp3	that's tom what is he doing out there
common_voice_id_19270619.mp3	a number of students carried out peaceful actions
common_voice_id_19270620.mp3	right now i'm having dinner
common_voice_id_19270621.mp3	i love to swim and play basketball
common_voice_id_19270622.mp3	mr lee is now in the library
common_voice_id_19270623.mp3	i will never do it again
common_voice_id_19270624.mp3	where do you want to go
common_voice_id_19270625.mp3	mr tanaka bought five cakes
common_voice_id_19270626.mp3	i'm hungry because i don't have breakfast
common_voice_id_19270627.mp3	what happened was not tom's fault
common_voice_id_19270628.mp3	they say that he was a musician when he was young
common_voice_id_19270629.mp3	i am from singapore
common_voice_id_19270630.mp3	don't you think this is risky
common_voice_id_19270631.mp3	what did the neighbors say
common_voice_id_19270632.mp3	how much it costs
common_voice_id_19270633.mp3	i turned on the computer
common_voice_id_19270634.mp3	i cry when watching a movie
common_voice_id_19270635.mp3	he was only two years old but he was able to count to one hundred
common_voice_id_19270636.mp3	don't you know that it's not polite to ask women about their age
common_voice_id_19270637.mp3	photography is an expensive hobby
common_voice_id_19276268.mp3	this problem stems from a misunderstanding
common_voice_id_19276270.mp3	you will become stronger if you practice
common_voice_id_19276272.mp3	he collected a lot of stamps
common_voice_id_19276274.mp3	it's time to wake up
common_voice_id_19276277.mp3	tom arrived early to practice today
common_voice_id_19276278.mp3	happy new year
common_voice_id_19276279.mp3	the loss was one million dollars
common_voice_id_19276280.mp3	if you want to talk anyway
common_voice_id_19276281.mp3	may i return during lunch break
common_voice_id_19276287.mp3	the trash can has been transported
common_voice_id_19276288.mp3	the golden gate bridge is made of iron
common_voice_id_19276289.mp3	please call someone who understands japanese
common_voice_id_19276290.mp3	please let us take this job
common_voice_id_19276291.mp3	go with god
common_voice_id_19305349.mp3	my pen isn't as good as yours
common_voice_id_19305350.mp3	i am proud of the work which i chose myself
common_voice_id_19305351.mp3	on the way to school i lost my wallet
common_voice_id_19305352.mp3	the committee has minimized the proposal
common_voice_id_19305353.mp3	i'm afraid that we are late
common_voice_id_19305359.mp3	i raise my hand up
common_voice_id_19305360.mp3	i don't know when he will appear
common_voice_id_19305361.mp3	i say this from the heart
common_voice_id_19305362.mp3	for this reason i cannot come with you
common_voice_id_19305363.mp3	airmail arrives faster than seamail
common_voice_id_19305369.mp3	is it true that tom thought i would believe that
common_voice_id_19305370.mp3	tomorrow i will go to hokkaido
common_voice_id_19305371.mp3	i really like sweet cakes
common_voice_id_19305372.mp3	tom climbed the stairs slowly
common_voice_id_19305373.mp3	good afternoon excuse me i'm looking for loretta
common_voice_id_19305379.mp3	one day is very short
common_voice_id_19305380.mp3	the island was once ruled by france
common_voice_id_19305381.mp3	in the sea many people are swimming
common_voice_id_19305382.mp3	the ticket is valid for a week
common_voice_id_19305383.mp3	my first day at university was rather boring
common_voice_id_19305384.mp3	in the end tom made the right decision
common_voice_id_19305385.mp3	because it's cold at night i come out carrying a coat
common_voice_id_19305386.mp3	this is a house built by jack
common_voice_id_19305387.mp3	this elevator stops from the second floor to the ninth floor
common_voice_id_19305388.mp3	birds fly in the sky
common_voice_id_19312239.mp3	life is only short and temporary
common_voice_id_19312240.mp3	why don't you remove your coat
common_voice_id_19312241.mp3	good morning tom said with a smile
common_voice_id_19312242.mp3	i am bored
common_voice_id_19312243.mp3	television does not work
common_voice_id_19312244.mp3	we will have a party at mr yamada's birthday
common_voice_id_19312245.mp3	if i go on vacation i'll rent a car
common_voice_id_19312246.mp3	you're drunk
common_voice_id_19312247.mp3	he has a white cat
common_voice_id_19312248.mp3	this table is too heavy to lift
common_voice_id_19312259.mp3	tom locked himself in the room
common_voice_id_19312260.mp3	i cannot say the opposite
common_voice_id_19312261.mp3	i'm afraid of myself
common_voice_id_19312262.mp3	i always eat this set menu at lunch
common_voice_id_19312263.mp3	the question is so difficult that no one is able to answer it
common_voice_id_19312264.mp3	there is no room for excuses when it comes from your negligence is there
